StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
862,21,Female,89,10,74,67,1,No,Yes,Graduate,66.26
863,22,Male,70,25,65,76,2,Yes,No,High School,94.77
864,18,Male,51,2,57,95,1,Yes,Yes,Graduate,62.72
865,21,Male,86,9,68,80,10,No,Yes,Graduate,85.07
866,20,Female,55,11,62,95,3,No,No,Graduate,81.83
867,23,Male,93,4,92,52,5,Yes,No,Postgraduate,55.8
868,24,Male,67,22,53,49,1,Yes,Yes,High School,64.8
869,18,Female,79,22,54,82,4,No,No,Postgraduate,95.0
870,18,Male,71,22,88,47,8,Yes,No,Graduate,92.02
871,18,Male,82,2,72,77,6,Yes,Yes,High School,75.5
872,22,Female,79,23,64,94,1,Yes,No,Postgraduate,97.5
873,21,Male,66,29,60,91,1,No,Yes,Graduate,100.0
874,22,Female,92,6,56,51,3,Yes,No,Postgraduate,63.91
875,21,Female,81,27,62,84,10,No,No,Postgraduate,100.0
876,22,Female,91,14,96,66,8,No,Yes,High School,96.22
877,22,Female,100,1,82,56,8,No,Yes,High School,67.49
878,23,Female,63,18,56,89,3,No,No,Postgraduate,83.61
879,20,Male,59,7,97,91,7,Yes,No,High School,79.3
880,22,Male,96,1,53,47,3,No,No,High School,51.94
881,23,Female,100,1,68,81,4,Yes,Yes,Postgraduate,67.7
882,19,Female,85,1,59,96,9,No,No,High School,86.54
883,20,Male,83,24,69,88,4,No,Yes,High School,100.0
884,22,Female,58,4,58,63,3,Yes,No,Graduate,51.15
885,24,Female,91,4,92,56,5,No,No,High School,69.09
886,18,Female,77,29,78,99,7,No,No,Graduate,100.0
887,19,Male,60,18,95,63,5,Yes,No,Postgraduate,91.81
888,19,Male,63,27,52,82,4,No,No,Graduate,86.75
889,23,Female,88,11,57,39,8,No,Yes,Postgraduate,65.01
890,19,Female,96,27,62,69,4,No,Yes,High School,91.5
891,20,Male,68,1,85,80,2,Yes,Yes,High School,68.32
892,22,Male,64,28,72,69,10,No,No,Graduate,96.21
893,22,Female,77,10,78,79,6,Yes,Yes,Postgraduate,88.95
894,24,Female,73,9,79,47,2,Yes,Yes,High School,67.42
895,18,Male,57,23,57,44,3,Yes,No,Graduate,75.94
896,23,Male,92,4,48,100,1,No,No,Graduate,73.31
897,18,Male,58,28,72,59,5,No,Yes,Graduate,86.78
898,19,Female,96,6,71,78,9,No,Yes,High School,83.37
899,24,Male,82,30,100,94,2,No,Yes,Postgraduate,100.0
900,18,Female,82,16,93,81,7,Yes,Yes,High School,88.01
901,20,Male,68,2,56,74,5,Yes,Yes,High School,67.13
902,22,Male,52,23,58,41,2,No,Yes,Postgraduate,63.48
903,19,Male,59,18,66,80,8,No,Yes,Graduate,89.2
904,24,Male,89,10,45,57,6,Yes,No,High School,74.88
905,18,Female,96,24,74,80,4,No,Yes,Graduate,93.52
906,23,Female,91,24,95,47,4,No,No,Graduate,87.01
907,20,Male,50,17,76,55,2,No,No,Postgraduate,68.91
908,20,Female,78,13,73,35,3,No,No,Postgraduate,62.21
909,18,Male,99,24,59,53,7,No,Yes,Postgraduate,91.28
910,22,Male,83,18,64,94,3,No,Yes,Graduate,97.38
911,18,Male,100,22,43,67,5,Yes,No,Graduate,88.24
912,19,Male,62,13,49,38,10,Yes,Yes,High School,69.28
913,18,Female,50,17,49,37,6,Yes,Yes,Graduate,65.05
914,20,Male,83,5,63,86,6,Yes,No,Postgraduate,81.18
915,24,Male,78,11,60,62,4,No,Yes,Postgraduate,74.34
916,18,Female,97,7,50,89,6,No,No,Postgraduate,85.76
917,22,Male,96,29,66,91,3,Yes,No,Postgraduate,100.0
918,24,Male,62,10,55,50,7,Yes,No,Graduate,59.31
919,23,Male,97,17,65,58,7,Yes,No,Postgraduate,92.94
920,21,Female,98,15,100,75,4,Yes,Yes,High School,100.0
921,18,Male,78,18,100,81,2,Yes,No,Graduate,89.85
922,22,Female,88,23,69,65,7,No,Yes,Postgraduate,97.58
923,24,Male,73,22,88,64,3,No,Yes,High School,84.76
924,22,Male,75,19,55,52,1,Yes,Yes,Postgraduate,67.35
925,23,Female,66,30,46,78,2,Yes,Yes,Graduate,94.48
926,20,Male,56,26,55,61,10,No,No,Graduate,100.0
927,22,Male,62,2,74,60,9,No,No,High School,74.38
928,24,Female,54,26,97,94,8,No,No,Graduate,100.0
929,22,Female,75,4,55,52,6,Yes,No,High School,63.04
930,22,Female,98,3,79,90,6,No,No,Postgraduate,79.96
931,22,Female,52,7,51,65,1,Yes,Yes,Graduate,62.38
932,19,Female,56,24,74,93,2,Yes,No,Postgraduate,81.74
933,19,Male,98,18,88,36,4,No,Yes,Postgraduate,78.55
934,20,Female,88,10,60,73,3,No,Yes,Graduate,81.44
935,18,Male,50,7,89,95,1,No,No,Postgraduate,76.76
936,22,Male,98,8,82,97,8,Yes,Yes,High School,100.0
937,23,Male,66,6,75,52,7,No,Yes,High School,58.42
938,18,Female,92,22,87,51,4,No,No,High School,94.8
939,23,Female,74,26,56,73,9,Yes,No,Graduate,99.96
940,18,Male,52,1,71,88,4,No,No,Postgraduate,75.1
941,20,Female,64,4,80,69,1,No,Yes,Postgraduate,67.25
942,22,Female,78,14,45,45,10,Yes,No,Postgraduate,81.97
943,22,Female,92,17,63,95,1,Yes,No,Postgraduate,97.38
944,21,Female,81,20,66,78,1,Yes,Yes,High School,90.16
945,23,Male,75,18,59,59,1,Yes,No,Graduate,80.33
946,18,Male,65,11,64,82,4,Yes,Yes,High School,78.98
947,18,Female,74,29,41,66,1,No,Yes,High School,89.96
948,19,Male,77,21,48,38,2,No,No,Graduate,67.88
949,21,Female,58,26,67,72,4,Yes,Yes,Graduate,87.82
950,24,Female,50,14,92,97,7,No,Yes,High School,97.38
951,24,Male,78,9,100,81,2,No,No,Postgraduate,81.83
952,19,Male,71,27,77,35,8,Yes,No,Graduate,92.18
953,19,Male,65,15,42,37,7,Yes,No,Graduate,63.49
954,19,Female,90,12,59,96,9,Yes,Yes,High School,94.15
955,23,Male,100,10,45,98,6,No,Yes,Postgraduate,98.07
956,23,Female,93,19,78,51,4,Yes,No,Graduate,82.37
957,20,Male,100,24,72,96,6,No,No,High School,100.0
958,20,Male,90,19,94,69,4,No,No,Graduate,98.9
959,19,Female,56,6,40,47,7,No,Yes,Postgraduate,60.68
960,21,Female,63,20,76,69,9,No,No,High School,100.0
961,18,Female,78,24,45,77,3,Yes,Yes,High School,88.6
962,23,Female,68,27,84,36,3,No,No,Postgraduate,76.9
963,21,Female,68,6,73,90,2,Yes,Yes,High School,69.82
964,22,Female,51,8,86,85,1,No,Yes,Postgraduate,69.62
965,23,Female,90,1,54,88,1,Yes,No,High School,66.47
966,23,Female,94,22,84,50,3,Yes,Yes,Postgraduate,88.22
967,20,Male,64,17,65,52,7,Yes,Yes,Graduate,72.2
968,18,Female,52,17,96,41,9,No,No,Graduate,73.83
969,18,Female,60,24,53,79,2,No,No,Graduate,95.78
970,24,Male,95,15,97,70,7,No,Yes,High School,78.9
971,24,Female,79,7,93,75,1,Yes,Yes,Postgraduate,75.8
972,24,Male,89,19,46,76,2,No,Yes,Postgraduate,78.25
973,24,Male,67,22,85,41,6,No,No,Graduate,75.97
974,22,Female,100,25,97,49,5,No,Yes,Graduate,100.0
975,22,Male,97,23,70,94,8,Yes,Yes,Graduate,100.0
976,23,Female,51,28,63,74,2,No,No,Postgraduate,100.0
977,19,Male,81,3,98,71,1,No,No,Graduate,71.08
978,20,Male,57,30,70,100,7,Yes,No,High School,100.0
979,20,Male,71,30,68,89,6,Yes,No,Graduate,100.0
980,24,Female,55,29,81,90,8,Yes,No,Graduate,100.0
981,23,Female,61,22,71,78,8,Yes,Yes,Postgraduate,98.96
982,21,Male,96,11,56,91,2,Yes,Yes,High School,83.67
983,19,Male,89,20,53,40,8,Yes,Yes,Postgraduate,71.29
984,23,Female,85,30,79,66,6,No,No,High School,100.0
985,19,Female,64,29,75,52,9,No,No,High School,100.0
986,19,Male,77,19,97,41,7,Yes,No,Graduate,77.72
987,19,Male,98,9,87,42,2,No,Yes,Graduate,63.29
988,23,Female,94,10,63,98,8,Yes,No,Postgraduate,100.0
989,24,Female,67,2,84,41,9,No,No,Postgraduate,63.45
990,20,Female,51,1,93,75,7,Yes,No,Postgraduate,63.05
991,20,Female,62,30,66,74,4,Yes,Yes,High School,97.06
992,24,Female,94,16,64,37,9,No,No,Postgraduate,84.78
993,19,Male,64,18,98,51,4,No,No,High School,78.18
994,21,Female,69,23,71,100,4,No,Yes,High School,100.0
995,18,Male,78,26,91,86,9,No,No,High School,100.0
996,23,Female,91,17,57,56,8,No,No,High School,79.71
997,18,Male,78,6,85,38,4,No,No,High School,57.17
998,24,Female,52,14,57,40,8,No,Yes,Graduate,69.04
999,21,Female,68,23,76,72,8,No,No,High School,89.31
1000,23,Male,52,25,65,60,7,Yes,No,High School,86.53
1001,24,Male,63,15,48,45,10,No,Yes,Graduate,75.78
1002,19,Female,89,14,99,51,6,No,Yes,Graduate,78.29
1003,20,Female,53,24,74,65,8,Yes,No,Graduate,94.69
1004,18,Female,60,22,47,69,7,Yes,Yes,Postgraduate,84.0
1005,22,Female,80,3,59,50,5,Yes,No,Postgraduate,55.39
1006,22,Female,92,24,93,52,4,Yes,Yes,High School,94.27
1007,21,Male,81,23,81,96,2,No,No,High School,100.0
1008,19,Male,76,19,61,61,8,No,No,High School,83.05
1009,18,Female,79,25,58,69,9,Yes,No,High School,92.99
1010,19,Male,92,12,69,79,4,Yes,Yes,Graduate,84.51
1011,18,Male,51,2,92,69,4,No,Yes,Postgraduate,65.78
1012,21,Male,98,3,67,62,5,No,No,Graduate,65.05
1013,21,Female,58,18,74,43,2,No,No,Postgraduate,74.95
1014,22,Male,77,29,82,49,7,No,No,Graduate,94.32
1015,19,Female,80,1,50,55,5,Yes,No,High School,53.3
1016,23,Male,83,20,70,86,6,No,Yes,Postgraduate,100.0
1017,22,Female,64,21,88,69,4,Yes,Yes,High School,94.58
1018,19,Male,97,29,87,85,8,Yes,No,Postgraduate,100.0
1019,22,Female,74,6,78,89,8,Yes,Yes,Postgraduate,91.09
1020,23,Female,85,5,75,78,5,No,Yes,High School,73.57
1021,20,Male,57,1,69,99,6,Yes,Yes,High School,80.34
1022,20,Female,58,19,62,59,3,No,No,High School,83.64
1023,20,Female,86,1,58,81,1,Yes,No,Graduate,59.01
1024,20,Female,97,27,51,90,9,No,Yes,Postgraduate,100.0
1025,24,Female,94,21,54,72,9,Yes,Yes,Postgraduate,95.42
1026,18,Female,88,21,70,45,3,Yes,No,Postgraduate,79.38
1027,24,Female,81,16,82,49,4,No,No,High School,78.12
1028,24,Female,66,12,76,35,7,No,No,Postgraduate,64.8
1029,24,Female,84,27,76,41,2,Yes,Yes,Postgraduate,73.64
1030,20,Male,86,29,54,35,3,Yes,Yes,High School,74.19
1031,23,Male,68,22,68,83,6,No,Yes,High School,92.13
1032,21,Female,93,8,89,63,8,Yes,No,Postgraduate,84.7
1033,21,Female,78,26,82,60,1,No,No,Graduate,80.62
1034,18,Male,56,16,65,79,4,No,No,High School,77.13
1035,20,Male,77,28,83,46,1,Yes,No,Graduate,77.98
1036,20,Male,58,1,41,66,2,No,No,Graduate,53.36
1037,20,Female,77,4,59,54,8,Yes,Yes,Graduate,71.01
1038,22,Male,55,10,54,85,6,No,Yes,Graduate,79.12
1039,19,Female,78,11,91,70,9,No,Yes,High School,97.42
1040,22,Female,66,17,43,35,2,Yes,No,Postgraduate,59.57
1041,19,Male,65,25,61,61,3,No,Yes,Postgraduate,83.63
1042,20,Female,72,27,89,74,9,Yes,No,High School,100.0
1043,20,Female,80,23,77,48,9,No,Yes,High School,91.26
1044,22,Female,52,7,62,40,6,No,Yes,Graduate,50.97
1045,22,Female,70,12,98,67,3,No,No,Graduate,72.86
1046,19,Male,75,21,65,89,5,No,Yes,High School,92.46
1047,21,Male,85,7,90,53,2,Yes,Yes,Postgraduate,64.63
1048,19,Female,91,12,50,63,7,No,Yes,Graduate,76.45
1049,22,Female,86,15,67,95,10,No,Yes,High School,100.0
1050,23,Male,71,2,95,58,8,No,Yes,High School,70.0
1051,22,Female,91,14,41,57,6,Yes,Yes,High School,76.76
1052,23,Male,61,13,98,44,8,Yes,Yes,Graduate,71.54
1053,18,Female,91,4,47,88,2,Yes,No,High School,87.98
1054,22,Female,62,14,68,75,3,Yes,Yes,Postgraduate,73.03
1055,18,Male,60,14,50,83,7,No,No,High School,81.78
1056,21,Male,65,16,76,51,10,No,Yes,Graduate,86.55
1057,19,Male,57,7,57,90,1,No,No,Postgraduate,71.36
1058,23,Male,89,19,94,79,7,Yes,No,Postgraduate,94.38
1059,19,Female,89,2,89,64,6,Yes,Yes,High School,71.49
1060,18,Male,94,10,53,78,8,No,No,High School,89.25
1061,23,Female,51,18,93,89,7,No,No,Postgraduate,98.86
1062,19,Male,79,29,49,53,4,No,Yes,High School,91.11
1063,22,Male,79,17,74,63,3,Yes,No,Graduate,91.08
1064,20,Female,61,5,48,36,3,No,Yes,Postgraduate,47.46
1065,18,Male,59,12,74,70,4,No,No,High School,78.78
1066,19,Male,93,6,50,53,9,Yes,No,Postgraduate,58.53
1067,18,Male,60,22,83,41,9,Yes,No,High School,92.13
1068,24,Male,64,9,51,60,2,No,No,High School,61.57
1069,18,Female,65,20,42,72,5,Yes,Yes,Graduate,78.86
1070,23,Female,66,1,92,37,1,No,Yes,High School,45.37
1071,24,Male,75,22,78,100,4,No,Yes,High School,100.0
1072,23,Male,51,15,53,77,2,No,Yes,High School,78.97
1073,20,Male,99,21,95,96,8,No,Yes,Graduate,100.0
1074,24,Female,61,26,67,58,4,Yes,No,High School,88.56
1075,22,Female,100,6,50,73,5,Yes,Yes,High School,73.73
1076,18,Female,75,19,78,78,4,Yes,No,High School,93.06
1077,19,Female,72,18,64,39,5,No,Yes,Postgraduate,71.68
1078,21,Male,67,6,60,89,5,No,Yes,Graduate,78.65
1079,18,Male,81,13,49,64,5,No,Yes,Postgraduate,73.9
1080,18,Male,98,1,82,63,3,Yes,Yes,Graduate,67.97
1081,20,Female,87,23,54,60,7,Yes,No,Graduate,86.47
1082,22,Male,96,23,58,60,3,No,Yes,Postgraduate,87.97
1083,21,Female,52,26,87,71,2,Yes,No,Graduate,86.43
1084,24,Female,87,13,61,87,3,Yes,No,Graduate,80.83
1085,24,Male,52,7,60,64,3,Yes,Yes,Postgraduate,57.57
1086,24,Male,79,15,99,37,8,Yes,No,High School,76.26
1087,23,Male,50,12,91,77,4,No,No,Graduate,76.06
1088,23,Female,79,27,83,41,3,Yes,Yes,Postgraduate,85.58
1089,19,Female,94,26,71,83,10,No,No,Graduate,100.0
1090,21,Male,81,1,89,75,5,Yes,Yes,Postgraduate,77.07
1091,24,Male,77,15,62,88,4,No,Yes,High School,87.88
1092,23,Female,70,4,52,61,9,No,No,Graduate,68.45
1093,19,Male,95,13,44,42,8,Yes,No,High School,81.43
1094,22,Female,62,23,43,66,7,No,No,High School,84.46
1095,19,Female,76,27,67,98,8,No,No,Postgraduate,100.0
1096,23,Male,85,25,53,44,5,Yes,No,Graduate,88.27
1097,20,Male,56,5,47,47,4,No,No,Graduate,46.62
1098,20,Male,71,29,48,97,7,Yes,No,Graduate,100.0
1099,24,Male,59,2,96,69,1,No,Yes,Graduate,59.97
1100,20,Female,88,23,90,95,6,Yes,Yes,Graduate,100.0
1101,24,Female,64,26,74,88,8,Yes,Yes,Postgraduate,100.0
1102,24,Female,64,1,76,42,7,Yes,No,Graduate,53.54
1103,23,Male,53,16,60,63,2,Yes,No,High School,79.27
1104,20,Female,81,23,97,75,7,Yes,No,High School,100.0
1105,24,Male,72,6,57,64,6,No,Yes,Graduate,68.32
1106,21,Male,55,23,72,55,5,No,Yes,Postgraduate,78.72
1107,22,Male,73,16,47,45,4,Yes,Yes,Postgraduate,66.37
1108,19,Male,69,14,90,36,1,No,No,Graduate,60.44
1109,19,Male,86,29,88,84,2,No,Yes,High School,100.0
1110,23,Male,69,26,56,75,7,No,Yes,Graduate,99.1
1111,20,Female,61,3,82,100,10,Yes,No,Graduate,91.63
1112,20,Male,82,15,70,37,3,Yes,Yes,Graduate,66.54
1113,24,Female,77,3,73,85,5,No,Yes,Postgraduate,73.65
1114,18,Female,57,23,45,59,8,Yes,Yes,Postgraduate,86.15
1115,24,Male,50,29,61,64,8,Yes,No,High School,100.0
1116,22,Male,86,2,53,45,6,No,Yes,High School,51.56
1117,21,Male,71,1,42,51,5,Yes,No,Graduate,54.25
1118,19,Female,55,9,51,60,2,Yes,No,High School,66.93
1119,24,Male,70,9,75,57,9,Yes,Yes,Graduate,71.13
1120,18,Female,81,23,51,90,1,Yes,Yes,High School,98.06
1121,18,Male,84,7,84,86,2,Yes,No,Graduate,84.12
1122,24,Male,64,3,41,82,1,No,No,Postgraduate,54.48
1123,23,Female,54,26,41,54,4,Yes,No,Graduate,84.0
1124,19,Female,95,18,54,36,4,Yes,No,Postgraduate,67.93
1125,23,Male,99,11,62,65,5,No,No,Postgraduate,80.84
1126,21,Female,97,7,68,61,5,No,Yes,High School,78.07
1127,18,Female,55,9,56,36,8,Yes,No,High School,64.4
1128,18,Female,74,1,71,38,3,No,Yes,Postgraduate,40.57
1129,22,Female,95,29,46,47,6,Yes,No,Graduate,99.79
1130,21,Female,89,14,69,69,3,No,Yes,Graduate,87.59
1131,18,Male,78,20,67,100,2,Yes,No,High School,100.0
1132,21,Male,56,6,53,40,8,No,Yes,Graduate,58.16
1133,19,Female,89,7,83,65,1,Yes,Yes,Graduate,67.22
1134,20,Male,62,10,69,44,9,No,No,Graduate,62.63
1135,18,Male,87,7,56,55,7,Yes,No,Postgraduate,61.33
1136,22,Female,67,26,71,57,10,Yes,Yes,Postgraduate,99.12
1137,19,Male,51,2,85,37,4,Yes,Yes,Graduate,53.26
1138,24,Female,57,30,45,66,3,No,Yes,High School,87.93
1139,21,Female,60,4,90,54,6,No,No,Graduate,61.3
1140,24,Male,82,21,63,63,9,Yes,No,High School,93.25
1141,23,Female,87,30,45,86,9,Yes,No,Postgraduate,100.0
1142,19,Female,97,28,66,80,4,Yes,No,Graduate,100.0
1143,24,Female,76,17,57,68,10,Yes,Yes,Graduate,86.26
1144,18,Female,69,1,63,95,5,No,No,High School,77.76
1145,21,Female,61,10,76,45,9,No,No,High School,75.57
1146,20,Male,92,19,95,97,2,No,No,Graduate,100.0
1147,19,Male,80,15,63,55,2,Yes,No,Graduate,70.8
1148,18,Female,76,10,77,37,5,Yes,No,High School,67.85
1149,22,Female,81,19,73,44,1,No,Yes,Postgraduate,71.34
1150,23,Male,59,12,79,61,8,No,No,High School,82.29
1151,21,Female,52,24,86,46,5,No,Yes,Graduate,77.12
1152,19,Male,94,16,54,41,10,No,No,Postgraduate,77.02
1153,19,Female,76,9,50,51,2,Yes,No,Postgraduate,54.51
1154,20,Female,84,15,61,99,9,Yes,No,Postgraduate,99.67
1155,20,Female,80,30,93,98,2,Yes,No,Postgraduate,100.0
1156,22,Female,64,27,63,60,7,No,Yes,Graduate,87.79
1157,23,Female,65,28,40,49,8,Yes,Yes,Postgraduate,75.13
1158,22,Female,62,17,57,67,6,No,No,High School,78.43
1159,18,Female,98,14,83,96,7,No,Yes,High School,96.68
1160,18,Male,84,27,51,81,1,No,Yes,High School,92.28
1161,22,Male,60,18,96,69,4,No,No,Graduate,95.58
1162,23,Male,70,26,82,99,7,No,Yes,Postgraduate,100.0
1163,22,Female,100,2,67,59,1,Yes,Yes,High School,63.67
1164,23,Female,60,4,79,91,1,Yes,No,High School,70.7
1165,23,Female,79,18,99,66,6,Yes,No,High School,92.81
1166,24,Female,97,7,46,97,4,No,Yes,Postgraduate,81.8
1167,21,Female,84,13,62,46,3,Yes,No,High School,72.71
1168,23,Female,71,15,60,97,5,No,No,Postgraduate,94.48
1169,20,Female,87,25,73,35,9,Yes,No,Postgraduate,89.87
1170,23,Male,80,23,50,85,10,No,Yes,Postgraduate,100.0
1171,23,Female,63,28,61,42,10,No,No,Graduate,95.53
1172,23,Male,73,22,81,39,10,Yes,No,Graduate,88.5
1173,24,Male,99,26,74,73,3,No,Yes,Postgraduate,100.0
1174,24,Female,98,1,91,57,5,Yes,Yes,Postgraduate,70.86
1175,18,Female,81,11,68,86,10,Yes,Yes,Graduate,84.5
1176,24,Male,85,10,81,38,5,Yes,Yes,Graduate,66.69
1177,20,Male,81,25,67,81,9,No,Yes,Postgraduate,100.0
1178,20,Female,64,5,98,55,10,No,No,Graduate,79.09
1179,24,Female,92,16,57,90,4,No,Yes,High School,89.14
1180,22,Male,84,11,53,100,1,No,No,Postgraduate,85.46
1181,21,Female,52,21,57,93,10,Yes,Yes,Postgraduate,100.0
1182,24,Female,65,6,67,41,5,No,No,Graduate,56.07
1183,23,Female,54,9,63,83,1,Yes,No,High School,63.25
1184,19,Male,70,13,47,50,6,Yes,Yes,Graduate,79.02
1185,21,Male,59,24,81,51,10,No,Yes,High School,87.12
1186,21,Male,68,8,93,68,10,No,Yes,High School,77.55
1187,20,Female,74,14,84,67,7,Yes,Yes,Postgraduate,79.85
1188,21,Female,53,24,92,60,1,No,Yes,High School,85.34
1189,24,Male,78,1,47,100,10,Yes,Yes,Postgraduate,90.34
1190,23,Male,68,17,43,97,4,No,No,High School,98.9
1191,23,Male,92,24,66,75,9,No,No,Postgraduate,100.0
1192,18,Female,51,5,75,92,1,Yes,No,High School,65.42
1193,23,Male,59,25,44,44,9,Yes,No,Graduate,78.85
1194,23,Male,92,2,72,49,8,Yes,No,High School,65.82
1195,20,Female,74,25,88,76,5,No,Yes,Graduate,99.59
1196,23,Female,69,28,73,91,6,No,Yes,High School,100.0
1197,18,Female,97,30,69,51,7,No,No,High School,92.61
1198,19,Male,68,24,47,94,4,Yes,No,Postgraduate,92.17
1199,24,Female,72,9,78,43,6,Yes,Yes,High School,63.7
1200,20,Female,73,4,86,70,7,No,Yes,High School,76.15
1201,19,Male,60,17,65,70,6,Yes,Yes,High School,80.44
1202,20,Female,95,17,96,82,6,No,Yes,Graduate,97.08
1203,22,Male,83,21,76,85,2,Yes,No,Postgraduate,100.0
1204,21,Male,77,18,73,56,5,No,No,Postgraduate,83.01
1205,22,Female,54,16,46,40,3,No,Yes,High School,54.48
1206,23,Female,54,30,79,60,7,No,Yes,High School,93.6
1207,19,Female,100,8,67,37,4,Yes,No,Graduate,64.88
1208,23,Female,70,26,78,86,1,Yes,No,High School,90.79
1209,21,Female,61,11,78,94,6,No,No,Postgraduate,90.95
1210,20,Female,99,21,67,97,6,No,Yes,Postgraduate,100.0
1211,21,Male,53,21,53,99,7,No,No,Graduate,100.0
1212,18,Male,98,18,92,86,8,No,Yes,Graduate,100.0
1213,21,Female,91,23,89,48,3,No,Yes,Postgraduate,79.66
1214,18,Male,69,29,77,62,6,No,Yes,Graduate,93.87
1215,21,Female,87,24,43,44,10,Yes,No,High School,94.69
1216,24,Male,74,10,81,91,2,Yes,No,High School,94.76
1217,18,Male,63,13,57,100,9,Yes,Yes,Graduate,86.51
1218,19,Male,60,17,83,84,2,Yes,No,Postgraduate,90.87
1219,23,Female,81,18,87,48,3,No,Yes,Graduate,78.43
1220,23,Male,60,10,64,50,10,No,No,Postgraduate,81.51
1221,22,Female,67,16,46,88,2,No,Yes,Graduate,79.31
1222,23,Male,76,20,77,77,9,Yes,Yes,Graduate,100.0
1223,20,Male,67,5,67,76,1,Yes,No,Graduate,63.64
1224,24,Male,72,13,44,56,5,No,No,High School,75.71
1225,21,Male,60,18,42,53,1,Yes,Yes,High School,76.81
1226,22,Male,70,17,83,100,5,Yes,No,Postgraduate,100.0
1227,20,Female,93,9,70,73,8,No,Yes,Graduate,79.06
1228,20,Female,54,14,86,53,8,No,Yes,High School,83.42
1229,18,Male,72,17,81,50,8,No,Yes,Graduate,84.28
1230,23,Male,90,29,97,88,2,Yes,Yes,Postgraduate,100.0
1231,19,Male,74,4,59,59,8,No,Yes,High School,74.92
1232,19,Male,90,18,58,52,5,No,Yes,Postgraduate,73.51
1233,22,Female,59,27,87,57,1,No,Yes,High School,80.82
1234,24,Male,71,20,99,45,7,Yes,Yes,Graduate,86.77
1235,19,Female,68,24,50,73,6,Yes,No,Postgraduate,88.06
1236,21,Male,50,24,79,59,5,No,No,High School,83.12
1237,19,Female,56,15,42,97,1,No,Yes,High School,87.02
1238,22,Male,53,11,62,64,1,Yes,Yes,Graduate,65.56
1239,19,Male,50,12,46,79,6,Yes,Yes,Postgraduate,69.96
1240,21,Female,64,9,62,95,10,No,No,Postgraduate,92.69
1241,18,Male,89,13,100,85,7,Yes,Yes,Postgraduate,100.0
1242,24,Male,61,15,46,43,10,No,Yes,Graduate,72.31
1243,22,Male,71,27,85,36,10,No,Yes,High School,94.91
1244,18,Female,71,15,73,39,1,Yes,No,High School,59.61
1245,18,Male,99,28,81,96,9,No,No,Postgraduate,100.0
1246,18,Male,96,5,58,86,4,No,No,High School,70.72
1247,20,Female,66,23,97,39,5,Yes,Yes,Postgraduate,83.55
1248,24,Female,78,19,48,93,2,No,Yes,Graduate,92.25
1249,23,Female,95,26,87,43,10,Yes,No,Graduate,91.15
1250,24,Male,63,20,90,56,8,No,Yes,Graduate,94.9
1251,20,Male,99,26,57,61,2,No,No,Postgraduate,92.86
1252,23,Male,69,25,80,44,3,Yes,No,High School,76.64
1253,24,Female,99,26,87,95,9,Yes,Yes,Graduate,100.0
1254,18,Male,97,26,84,85,2,Yes,Yes,Postgraduate,99.53
1255,22,Male,82,14,81,44,6,Yes,Yes,Postgraduate,69.92
1256,23,Female,92,28,64,40,4,Yes,Yes,Graduate,80.7
1257,21,Female,64,17,91,96,7,Yes,No,Graduate,95.51
1258,21,Female,61,18,53,39,6,No,No,Graduate,70.49
1259,19,Female,89,21,83,97,10,Yes,No,High School,100.0
1260,23,Female,69,3,64,90,9,No,No,High School,84.74
1261,22,Male,79,2,58,93,9,Yes,No,Postgraduate,68.15
1262,20,Female,87,1,78,97,10,No,No,Graduate,86.99
1263,18,Male,52,10,94,93,4,No,Yes,Graduate,82.46
1264,19,Male,77,19,54,85,1,Yes,No,High School,86.31
1265,21,Female,75,17,55,84,2,No,Yes,Graduate,84.58
1266,20,Female,79,12,66,38,8,No,Yes,Postgraduate,70.34
1267,20,Female,62,1,79,82,10,No,No,Graduate,77.79
1268,18,Male,62,12,49,66,8,Yes,No,High School,73.56
1269,23,Female,51,17,43,85,2,Yes,Yes,Postgraduate,76.3
1270,21,Female,86,24,90,86,4,No,Yes,Postgraduate,100.0
1271,22,Female,98,3,58,68,1,Yes,No,Graduate,66.52
1272,20,Female,87,11,67,70,7,Yes,No,Postgraduate,83.08
1273,18,Female,51,17,60,77,4,No,Yes,Graduate,76.32
1274,22,Male,85,23,98,50,8,No,No,Graduate,89.61
1275,23,Male,75,26,86,93,9,Yes,No,High School,100.0
1276,21,Male,60,3,53,87,9,Yes,No,Postgraduate,79.99
1277,23,Female,57,8,72,53,3,Yes,No,Graduate,65.51
1278,20,Female,93,20,87,75,5,No,No,Graduate,94.45
1279,22,Female,89,4,49,81,6,Yes,Yes,Graduate,66.01
1280,22,Male,92,21,58,88,6,Yes,No,Postgraduate,100.0
1281,22,Female,71,22,69,89,10,Yes,No,Postgraduate,100.0
1282,20,Female,69,7,61,53,8,No,Yes,Postgraduate,66.68
1283,20,Female,57,14,42,96,6,No,Yes,Graduate,87.44
1284,23,Male,78,14,76,93,6,No,No,Postgraduate,97.42
1285,19,Female,89,4,80,99,4,Yes,No,Graduate,89.62
1286,23,Male,75,16,57,62,7,Yes,Yes,Postgraduate,87.0
1287,21,Female,79,24,50,52,8,No,No,Postgraduate,94.1
